pl_name,radius_earth,mass_earth,semi_major_axis_au,period_days,insol_earth,t_eq_K,star_teff_K,star_radius_solar,star_mass_solar,source
KIC 3526061 b,12.10572,5768.6145,5.14,3552.0,,,4829.0,5.86,1.42,NASA
KIC 3853259 (AB)b,,,1.06,325.7,,,4861.0,,0.736,ExoplanetEU
KIC 4079530 (AB)b,,,0.66,144.0,,,5690.0,1.01,1.0,ExoplanetEU
KIC 4574310 (AB)b,,,3.0,1347.0,,,6694.16,1.606,1.42,ExoplanetEU
KIC 4937217 (AB)b,,,4.95,2468.0,,,6440.0,2.061,1.3,ExoplanetEU
KIC 5010054 b,6.94958,,1.86,904.24,,251.0,5930.0,1.66732,1.08,ExoplanetEU
KIC 5094412 b,5.71659,,0.78,276.88,,239.0,5313.0,0.8,0.82,ExoplanetEU
KIC 5437945 b,6.40000003984,33.68998,1.19671,440.7813,2.9,308.0,6340.0,1.24,1.07,NASA
KIC 5522786 b,1.23299,,1.98,757.1639,,362.0,8719.0,1.3,1.79,ExoplanetEU
KIC 5621294 (AB)b,,,2.56,961.0,,,8425.0,1.99,1.95,ExoplanetEU
KIC 5732155 b,12.778259999999998,,1.52,644.1685,,301.0,5755.0,1.99,1.13,ExoplanetEU
KIC 6372194 b,8.29466,,0.78,281.5848,,228.0,5233.0,0.75,0.8,ExoplanetEU
KIC 7177553 (AB)b,,,1.61,529.0,,,5911.0,0.94,1.043,ExoplanetEU
KIC 7339345 (AB)b,,,1.8,892.0,,,5236.0,,,ExoplanetEU
KIC 7821010 (AB)b,,,2.65,991.0,,,6451.75,1.825,1.309,ExoplanetEU
KIC 8081389 (AB)b,,,3.08,1383.0,,,6962.0,1.62,1.352,ExoplanetEU
KIC 9028474 (AB)b,,,5.6,3378.0,,,5718.3,2.0,1.02,ExoplanetEU
KIC 9091810 (AB)b,,,2.35,1298.0,,,5373.56,1.414,1.068,ExoplanetEU
KIC 9159301 (AB)b,,,2.65,1072.0,,,7724.0,2.715,1.82,ExoplanetEU
KIC 9413313 b,12.598916000000001,,,440.3984,,,5359.0,1.45,0.95,ExoplanetEU
KIC 9591503 b,,,1.947,1084.4,,,6519.0,1.632,0.795,ExoplanetEU
KIC 9592145 (AB)b,,,2.13,730.0,,,6718.69,1.51728,1.43,ExoplanetEU
KIC 9662267 b,3.8110600000000003,,1.12,466.202,,236.0,5602.0,0.89,0.86,ExoplanetEU
KIC 9663113 b,4.59999997259,19.165149,1.55346,572.3847,3.356,264.0,6065.0,1.03,0.98,NASA
KIC 9704149 b,4.4836,,1.46,697.0159,,201.0,5640.0,0.78,0.86,ExoplanetEU
KL Dra b,,,0.00087,0.017361111,,,25000.0,0.01,0.27,ExoplanetEU
KMT-2016-BLG-0212 b,,,,,,,,,0.5,ExoplanetEU
KMT-2016-BLG-0625 b,,16.209329999999998,1.4,,,,,,,ExoplanetEU
KMT-2016-BLG-1105 b,,2.320159,2.44,,,,,,0.41,ExoplanetEU
KMT-2016-BLG-1107 b,,1043.43589,0.342,,,,,,0.087,ExoplanetEU
KMT-2016-BLG-1337 b,,2199.3835999999997,3.54,,,,,,0.54,ExoplanetEU
KMT-2016-BLG-1397 b,,2224.81,5.1,,,,,,0.45,ExoplanetEU
KMT-2016-BLG-1751,,381.39599999999996,1.39,,,,,,,ExoplanetEU
KMT-2016-BLG-1820,,12395.369999999999,,,,,,,,ExoplanetEU
KMT-2016-BLG-1820 b,,1452.4831,1.08,,,,,,,ExoplanetEU
KMT-2016-BLG-1836L b,,699.226,3.5,,,,,,0.49,ExoplanetEU
KMT-2016-BLG-2142 b,,4923.1867,0.83,,,,,,0.073,ExoplanetEU
KMT-2016-BLG-2321 b,,1137.8314,3.58,,,,,,0.73,ExoplanetEU
KMT-2016-BLG-2364 b,,1249.0719,2.63,,,,,,0.5,ExoplanetEU
KMT-2016-BLG-2397 b,,769.1486,2.83,,,,,,0.62,ExoplanetEU
KMT-2016-BLG-2605 b,,245.04693,0.681,,,,,,0.064,ExoplanetEU
KMT-2017-BLG-0165L b,,34.00781,3.45,,,,,,0.76,ExoplanetEU
KMT-2017-BLG-0428 b,,3.5406262,1.78,,,,,,0.34,ExoplanetEU
KMT-2017-BLG-0673L b,,1166.4361,2.34,,,,,,0.63,ExoplanetEU
KMT-2017-BLG-0849 b,,6.391561299999999,2.73,,,,,,0.19,ExoplanetEU
KMT-2017-BLG-1003 b,,5.1901639,1.38,,,,,,0.32,ExoplanetEU
KMT-2017-BLG-1038 b,,762.7919999999999,1.9,,,,,,0.43,ExoplanetEU
KMT-2017-BLG-1057 b,,23.487636999999996,,,,,,,0.57,ExoplanetEU
KMT-2017-BLG-1146 b,,270.15549999999996,1.7,,,,,,0.4,ExoplanetEU
KMT-2017-BLG-1194 b,,1125.1182,1.78,,,,,,0.41,ExoplanetEU
KMT-2017-BLG-2197 b,,2809.6171999999997,15.91,,,,,,0.36,ExoplanetEU
KMT-2017-BLG-2331 b,,170.99254,2.16,,,,,,0.4,ExoplanetEU
KMT-2017-BLG-2509 b,,664.2647,2.14,,,,,,0.46,ExoplanetEU
KMT-2017-BLG-2820,,,,,,,,,,ExoplanetEU
KMT-2018-BLG-0029L b,,4.195355999999999,3.1,,,,,,0.7,ExoplanetEU
KMT-2018-BLG-0030 b,,460.85349999999994,4.39,,,,,,0.51,ExoplanetEU
KMT-2018-BLG-0087 b,,73.1009,0.87,,,,,,0.1,ExoplanetEU
KMT-2018-BLG-0247 b,,670.6212999999999,2.46,,,,,,0.29,ExoplanetEU
KMT-2018-BLG-0748 b,,60.387699999999995,0.62,,,,,,0.087,ExoplanetEU
KMT-2018-BLG-0885 b,,12395.369999999999,1.07,,,,,,0.29,ExoplanetEU
KMT-2018-BLG-1025L b,,6.05911112,1.305,,,,,,0.22,ExoplanetEU
KMT-2018-BLG-1292L b,,1557.367,6.8,,,,,,1.6,ExoplanetEU
KMT-2018-BLG-1743 b,,293.99275,1.74,,,,,,0.3,ExoplanetEU
KMT-2018-BLG-1976L b,,622.9467999999999,2.04,,,,,,0.65,ExoplanetEU
KMT-2018-BLG-1988L b,,6.801562,2.83,,,,,,0.47,ExoplanetEU
KMT-2018-BLG-1990L b,,181.1631,7.2,,,,,,0.14,ExoplanetEU
KMT-2018-BLG-1996L b,,387.7526,1.97,,,,,,0.69,ExoplanetEU
KMT-2018-BLG-2004 b,,85.8141,4.62,,,,,,0.69,ExoplanetEU
KMT-2018-BLG-2119 b,,3813.96,0.8,,,,,,0.21,ExoplanetEU
KMT-2018-BLG-2602 b,,365.50449999999995,3.81,,,,,,0.66,ExoplanetEU
KMT-2018-BLG-2718 b,,5085.28,4.86,,,,,,0.82,ExoplanetEU
KMT-2019-BLG-0253 b,,9.185286999999999,3.1,,,,,,0.7,ExoplanetEU
KMT-2019-BLG-0297 b,,5720.94,0.96,,,,,,0.21,ExoplanetEU
KMT-2019-BLG-0298 b,,575.2723,5.67,,,,,,,ExoplanetEU
KMT-2019-BLG-0335 b,,6356.599999999999,1.64,,,,,,0.32,ExoplanetEU
KMT-2019-BLG-0371 b,,5244.195,1.15,,,,,,0.09,ExoplanetEU
KMT-2019-BLG-0414L b,,1404.8085999999998,1.3,,,,,,0.74,ExoplanetEU
KMT-2019-BLG-0578 b,,381.39599999999996,1.2,,,,,,0.28,ExoplanetEU
KMT-2019-BLG-0842 b,,3267.2924,3.31,,,,,,0.76,ExoplanetEU
KMT-2019-BLG-1042 b,,60.387699999999995,1.7,,,,,,0.3,ExoplanetEU
KMT-2019-BLG-1216 b,,29.876019999999997,2.44,,,,,,0.39,ExoplanetEU
KMT-2019-BLG-1339 b,,3877.5259999999994,0.67,,,,,,0.27,ExoplanetEU
KMT-2019-BLG-1367 b,,4.0809372,1.7,,,,,,0.25,ExoplanetEU
KMT-2019-BLG-1552 b,,1287.2115,2.6,,,,,,0.79,ExoplanetEU
KMT-2019-BLG-1715 b,,813.6448,3.32,,,,,,0.76,ExoplanetEU
KMT-2019-BLG-1806 b,,4.6689226999999995,3.02,,,,,,0.74,ExoplanetEU
KMT-2019-BLG-1953L b,,187.51969999999997,0.8,,,,,,0.31,ExoplanetEU
KMT-2019-BLG-1953L c,,88.9924,0.8,,,,,,0.31,ExoplanetEU
KMT-2019-BLG-2073,,59.11638,,,,,,,,ExoplanetEU
KMT-2019-BLG-2783 b,,368.68279999999993,1.85,,,,,,,ExoplanetEU
KMT-2019-BLG-2974 b,,88.9924,2.0,,,,,,0.47,ExoplanetEU
KMT-2020-BLG-0202 b,,3909.309,4.17,,,,,,0.81,ExoplanetEU
KMT-2020-BLG-0414L b,,1.8688403999999998,2.07,,,,,0.01,0.49,ExoplanetEU
KMT-2020-BLG-0414L c,,8581.41,22.3,,,,,0.01,0.49,ExoplanetEU
KMT-2020-BLG-0757 b,,3400.7809999999995,11.54,,,,,,0.58,ExoplanetEU
KMT-2021-BLG-0119 b,,1811.6309999999999,3.0,,,,,,,ExoplanetEU
KMT-2021-BLG-0171L b,3.3514909999999998,11.2000558662,3.5,,,,5200.0,,0.78,NASA
KMT-2021-BLG-0192 b,,47.674499999999995,2.6,,,,,,0.4,ExoplanetEU
KMT-2021-BLG-0240 b,,127.132,2.6,,,,,,0.47,ExoplanetEU
KMT-2021-BLG-0240 c,,222.48099999999997,4.0,,,,,,0.47,ExoplanetEU
KMT-2021-BLG-0320 b,,31.783,2.0,,,,,,0.32,ExoplanetEU
KMT-2021-BLG-0322 b,,2034.112,,,,,,,,ExoplanetEU
KMT-2021-BLG-0588 b,,16844.989999999998,3.38,,,,,,0.54,ExoplanetEU
KMT-2021-BLG-0712 b,,38.190452799999996,2.22,,,,,,0.22,ExoplanetEU
KMT-2021-BLG-0736 b,,20.97678,4.0,,,,,,0.6,ExoplanetEU
KMT-2021-BLG-0748 b,,143.02349999999998,2.43,,,,,,0.36,ExoplanetEU
KMT-2021-BLG-0852 b,,155.73669999999998,7.8,,,,,,0.75,ExoplanetEU
KMT-2021-BLG-0909 b,,400.4658,1.75,,,,,,0.38,ExoplanetEU
KMT-2021-BLG-0912 b,,2199.3835999999997,3.03,,,,,,0.75,ExoplanetEU
KMT-2021-BLG-1077L b,,69.9226,1.26,,,,,,0.14,ExoplanetEU
KMT-2021-BLG-1077L c,,79.4575,0.93,,,,,,0.14,ExoplanetEU
KMT-2021-BLG-1105 b,,413.179,3.54,,,,,,0.63,ExoplanetEU
KMT-2021-BLG-1110 b,,17480.649999999998,8.64,,,,,,,ExoplanetEU
KMT-2021-BLG-1150L b,,279.6904,4.5,,,,,,0.73,ExoplanetEU
KMT-2021-BLG-1253 b,,19.0507302,1.52,,,,,,0.24,ExoplanetEU
KMT-2021-BLG-1303 b,,120.77539999999999,2.89,,,,,,0.57,ExoplanetEU
KMT-2021-BLG-1372 b,,61.2712674,2.37,,,,,,0.42,ExoplanetEU
KMT-2021-BLG-1391 b,,4.551325599999999,2.29,,,,,,0.37,ExoplanetEU
KMT-2021-BLG-1547L b,,467.21009999999995,4.5,,,,,,0.72,ExoplanetEU
KMT-2021-BLG-1554 b,,38.139599999999994,0.84,,,,,,0.08,ExoplanetEU
KMT-2021-BLG-1643 b,,19387.629999999997,5.36,,,,,,,ExoplanetEU
KMT-2021-BLG-1689L b,7.711791999999999,46.0002319477,2.5,,,,4570.0,,0.58,NASA
KMT-2021-BLG-1770 b,,6356.599999999999,0.9,,,,,,,ExoplanetEU
KMT-2021-BLG-1898 b,,241.55079999999998,2.5,,,,,,0.48,ExoplanetEU
KMT-2021-BLG-2010 b,,340.0781,1.79,,,,,,0.37,ExoplanetEU
KMT-2021-BLG-2294 b,,22.2481,1.05,,,,,,0.125,ExoplanetEU
KMT-2021-BLG-2478 b,,254.264,1.38,,,,,,0.12,ExoplanetEU
KMT-2021-BLG-2609 b,,10.17056,2.3,,,,,,0.2,ExoplanetEU
KMT-2022-BLG-0303 b,,163.04679,4.81,,,,,,0.368,ExoplanetEU
KMT-2022-BLG-0371 b,,82.6358,3.02,,,,,,0.63,ExoplanetEU
KMT-2022-BLG-0412 b,,12713.199999999999,4.82,,,,,,0.65,ExoplanetEU
KMT-2022-BLG-0440L b,,15.414755,1.9,,,,,,0.53,ExoplanetEU
KMT-2022-BLG-0475 b,,25.10857,2.03,,,,,,0.43,ExoplanetEU
KMT-2022-BLG-0732 b,,355.9696,4.1,,,,,,0.53,ExoplanetEU
KMT-2022-BLG-1013 b,,98.5273,1.38,,,,,,,ExoplanetEU
KMT-2022-BLG-1480 b,,26.37989,1.22,,,,,,0.18,ExoplanetEU
KMT-2022-BLG-1551 b,,940.7768,2.3,,,,,,0.54,ExoplanetEU
KMT-2022-BLG-1787 b,,2110.3911999999996,6.3,,,,,,0.42,ExoplanetEU
KMT-2022-BLG-1790 b,,549.8458999999999,5.25,,,,,,0.58,ExoplanetEU
KMT-2022-BLG-1818L b,,476.745,1.5,,,,,,0.3,ExoplanetEU
KMT-2022-BLG-1818L c,,111.24049999999998,0.4,,,,,,0.3,ExoplanetEU
KMT-2022-BLG-1852 b,,1589.1499999999999,5.0,,,,,,0.32,ExoplanetEU
KMT-2022-BLG-2076 b,,279.6904,5.67,,,,,,0.67,ExoplanetEU
KMT-2022-BLG-2286 b,,13031.029999999999,3.32,,,,,,0.45,ExoplanetEU
KMT-2023-BLG-0119 b,,83.68463899999999,3.14,,,,,,0.71,ExoplanetEU
KMT-2023-BLG-0201 b,,16527.16,2.05,,,,,,0.26,ExoplanetEU
KMT-2023-BLG-0416 b,,1954.6545,3.73,,,,,,0.61,ExoplanetEU
KMT-2023-BLG-0466 b,,1032.9475,2.7,,,,,,0.44,ExoplanetEU
KMT-2023-BLG-0469 b,,39.41092,2.37,,,,,,0.47,ExoplanetEU
KMT-2023-BLG-0548 b,,190.69799999999998,1.75,,,,,,0.123,ExoplanetEU
KMT-2023-BLG-0601 b,,10488.39,1.56,,,,,,0.51,ExoplanetEU
KMT-2023-BLG-0735 b,,38.139599999999994,2.75,,,,,,0.61,ExoplanetEU
KMT-2023-BLG-0830 b,,18.275225,1.55,,,,,,0.22,ExoplanetEU
KMT-2023-BLG-0949,,1900.6234,2.03,,,,,,0.48,ExoplanetEU
KMT-2023-BLG-1431L b,,4290.705,2.75,,,,,,0.57,ExoplanetEU
KMT-2023-BLG-1454 b,,200.2329,1.18,,,,,,,ExoplanetEU
KMT-2023-BLG-1642 b,,375.03939999999994,1.37,,,,,,0.15,ExoplanetEU
KMT-2023-BLG-1684,,14620.179999999998,2.48,,,,,,0.68,ExoplanetEU
KMT-2023-BLG-1743 b,,6038.7699999999995,1.16,,,,,,0.11,ExoplanetEU
KMT-2023-BLG-1866L b,,3.3054319999999997,2.55,,,,,,0.5,ExoplanetEU
KMT-2023-BLG-1896 b,,16.349175199999998,2.96,,,,,,0.72,ExoplanetEU
KMT-2023-BLG-2019L b,,10488.39,1.74,,,,,,0.099,ExoplanetEU
KMT-2023-BLG-2209 b,,254.264,5.31,,,,,,0.73,ExoplanetEU
KMT-2024-BLG-0176 b,,241.55079999999998,0.75,,,,,,0.103,ExoplanetEU
KMT-2024-BLG-0349 b,,3750.3940000000002,1.85,,,,,,0.68,ExoplanetEU
KMT-2024-BLG-0404L b,,17.289952,0.34,,,,,,0.09,ExoplanetEU
KMT-2024-BLG-0404L c,,8263.58,0.84,,,,,,0.09,ExoplanetEU
KMT-2024-BLG-0792,,,,,,,,,,ExoplanetEU
KMT-2024-BLG-0816,,,,,,,,,,ExoplanetEU
KMT-2024-BLG-1005,,17480.649999999998,,,,,,,,ExoplanetEU
KMT-2024-BLG-1005 b,,6356.599999999999,0.78,,,,,,,ExoplanetEU
KMT-2024-BLG-1044 b,,13.698473,,,,,,,0.13,ExoplanetEU
KMT-2024-BLG-1209L b,,839.0712,3.92,,,,,,0.77,ExoplanetEU
KMT-2024-BLG-1281 b,,19.069799999999997,1.96,,,,,,0.32,ExoplanetEU
KMT-2024-BLG-1518,,13031.029999999999,,,,,,,,ExoplanetEU
KMT-2024-BLG-1518 b,,11759.71,0.6,,,,,,,ExoplanetEU
KMT-2024-BLG-1870 b,,336.8998,2.57,,,,,,0.67,ExoplanetEU
KMT-2024-BLG-2005 b,,50.8528,1.12,,,,,,0.12,ExoplanetEU
KMT-2024-BLG-2059,,6.992259999999999,2.78,,,,,,0.51,ExoplanetEU
KMT-2024-BLG-2087 b,,1398.452,3.0,,,,,,0.48,ExoplanetEU
KMT-2024-BLG-2242,,17.48065,1.05,,,,,,0.069,ExoplanetEU
KMT-2024-BLG-2486,,17798.48,,,,,,,,ExoplanetEU
KMT-2024-BLG-2486 b,,17798.48,2.8,,,,,,,ExoplanetEU
KMT-2024-BLG-3237,,67.284611,,,,,,,,ExoplanetEU
KMT-2025-BLG-0121 b,,2479.0739999999996,3.0,,,,,,0.61,ExoplanetEU
KMT-2025-BLG-0481 b,,187.51969999999997,2.18,,,,,,0.22,ExoplanetEU
KMT-2025-BLG-1616 b,,42.319064499999996,1.6,,,,,,0.26,ExoplanetEU
KOBE-1 b,2.91434,8.800045257,0.07006,8.5399,20.56,594.4,4135.0,0.619,0.629,NASA
KOBE-1 c,3.564462,12.4000611708,0.16071,29.671,3.91,392.5,4135.0,0.619,0.629,NASA
KOI-1066 b,9.303469999999999,,0.064,5.71,,966.0,5786.53,1.365,1.04,ExoplanetEU
KOI-12 b,13.78707,349.613,0.154,17.855182,196.507,911.0,6635.0,1.4,1.5,NASA
KOI-1257 b,10.53646,460.85349999999994,0.382,86.647661,7.28,511.0,5520.0,1.13,0.99,NASA
KOI-13 b,16.948007999999998,2949.4623999999994,0.03641,1.763588,25339.901,2550.0,7650.0,1.74,1.72,NASA
KOI-134 b,12.038466,346.4347,0.363,67.1277,45.0,659.0,6160.0,1.667,1.407,NASA
KOI-134 c,9.86392,69.9226,0.2305,33.95,,,6160.0,1.667,1.407,NASA
KOI-142 b,3.4380000443799994,9.534899999999999,0.09586,10.91647,68.563,758.0,5466.0,0.897,0.99,NASA
KOI-142 c,14.01125,214.21742,0.154121003,22.26492,,,5466.0,0.897,0.99,NASA
KOI-1599.01,1.90000003985,4.6000012645,0.14728,20.4415,44.8,660.0,5833.0,0.972,1.02,NASA
KOI-1599.02,1.90000003985,8.9999984666,0.112293,13.6088,76.81,755.0,5833.0,0.972,1.02,NASA
KOI-1783.01,8.860000038339999,70.9999992038,0.52661,134.4628,5.7,412.0,5922.0,1.143,1.076,NASA
KOI-1783.02,5.439999966609999,14.9999995632,0.86695,284.215,2.49,321.0,5922.0,1.143,1.076,NASA
KOI-1831 d,1.13000193218,2.2300096988,0.19924,34.169,11.8,475.0,5233.0,0.835,0.901,NASA
KOI-1833 d,2.5800044492199996,11.020056023999999,0.0634,7.685,27.35,613.0,4413.0,0.667,0.681,NASA
KOI-1843.03,0.61000106585,8.000038542299999,0.005,0.1768913,,1654.0,3584.0,0.45,0.46,NASA
KOI-212 b,6.602100999999999,,0.064,5.7,,1030.0,5898.0,1.1,1.07,ExoplanetEU
KOI-217 b,12.44199,,0.0477,3.90512,272.033,1046.0,5545.0,0.86,0.95,NASA
KOI-2513.01,2.80225,7310.089999999999,0.5,19.00547,78.19,758.0,5900.0,1.2,0.91,NASA
KOI-2700 b,1.0603714,0.8613193,,0.910022,,,4433.0,0.574,0.632,ExoplanetEU
KOI-3503 b,1.1900020278299999,9.2000470252,0.14247,21.185,90.2,785.0,6001.0,1.255,0.858,NASA
KOI-3503 c,1.21000213444,10.3600534243,0.18688,31.828,52.5,686.0,6001.0,1.255,0.858,NASA
KOI-351 b,1.311453,2.2693062,0.074,7.008151,316.442,1062.0,6080.0,1.2,1.2,NASA
KOI-351 c,1.188154,1.811631,0.089,8.719375,236.315,987.0,6080.0,1.2,1.2,NASA
KOI-351 d,2.869504,8.613192999999999,0.32,59.73667,18.168,520.0,6080.0,1.2,1.2,NASA
KOI-351 e,2.6565329999999996,7.564354,0.42,91.93913,10.228,450.0,6080.0,1.2,1.2,NASA
KOI-351 f,2.880713,8.644976,0.48,124.9144,6.796,407.0,6080.0,1.2,1.2,NASA
KOI-351 g,7.718013331269999,15.0000758424,0.71704,210.73514,3.387,342.0,6031.13,1.185,1.242,NASA
KOI-351 h,11.25201935737,203.0010181369,0.97062,331.60296,1.849,294.0,6031.13,1.185,1.242,NASA
KOI-3680 b,11.09691,613.4119,0.534,141.241671,3.3,347.0,5830.0,0.96,1.01,NASA
KOI-4427 Ab,1.838276,,0.419,147.6606,,,3748.0,0.559,0.553,ExoplanetEU
KOI-4644 b,1.08805763,,0.0426,3.439,,966.0,5065.27,0.71,0.85,ExoplanetEU
KOI-4777.01,0.51000086907,99.200495723,0.008,0.412,320.0,1180.0,3515.0,0.4,0.41,NASA
KOI-4878 b,1.0401951999999999,,1.137,449.01499,,258.0,6031.0,1.068,0.972,ExoplanetEU
KOI-4896 b,1.3103321,,0.1421,19.5960013,,725.0,6120.0,1.024,0.996,ExoplanetEU
KOI-4896 c,1.4795880000000001,,0.2637,49.537365,,532.0,6120.0,1.024,0.996,ExoplanetEU
KOI-5 b,0.6602101,,0.075,7.05186,,1124.0,5753.0,1.747,,ExoplanetEU
KOI-5372 b,1.6365139999999998,,0.7026,212.60398,,337.0,5834.0,1.207,1.022,ExoplanetEU
KOI-55 b,0.7588493,0.44496199999999997,0.006,0.240104,,,27730.0,0.203,0.496,NASA
KOI-55 c,0.8664556999999999,0.6674429999999999,0.0076,0.342887,,,27730.0,0.203,0.496,NASA
KOI-6256 b,1.59403189,,0.101,14.093,,568.0,4692.0,0.882,0.75,ExoplanetEU
KOI-6532 b,1.468379,,0.0168,0.813998777,,1931.0,5705.0,0.989,0.945,ExoplanetEU
KOI-6538 b,1.524424,,0.5085,129.839927,,385.0,6133.0,1.032,1.035,ExoplanetEU
KOI-6653 b,1.221781,,0.1779,28.2682167,,526.0,5496.0,0.838,0.939,ExoplanetEU
KOI-6664 b,0.9639739999999999,,0.1093,14.7638878,,638.0,5547.0,0.742,0.798,ExoplanetEU
KOI-6666 b,0.762212,,0.0208,1.118507672,,1681.0,5918.0,0.863,0.953,ExoplanetEU
KOI-6672 b,1.0401951999999999,,0.0321,2.28494299,,1182.0,5393.0,0.793,0.84,ExoplanetEU
KOI-6793 b,0.840675,,0.0443,3.62658665,,1014.0,5411.0,0.799,0.886,ExoplanetEU
KOI-6798 b,3.3627,,0.0348,2.64182865,,2104.0,5195.0,2.935,0.805,ExoplanetEU
KOI-6918 b,6.16495,,0.0172,0.902403563,,1688.0,5776.0,0.755,0.826,ExoplanetEU
KOI-6921 b,1.23299,,0.0727,6.8777602,,1080.0,6276.0,1.106,1.078,ExoplanetEU
KOI-6925 b,0.9415560000000001,,0.0882,12.9489256,,416.0,3867.0,0.525,0.545,ExoplanetEU
KOI-6931 b,1.188154,,0.0368,2.54029506,,1268.0,5778.0,0.911,1.028,ExoplanetEU
KOI-6934 b,2.219382,,0.1645,22.2546864,,899.0,5349.0,2.388,1.197,ExoplanetEU
KOI-7051 b,1.188154,,0.0143,0.772807044,,1367.0,4535.0,0.668,0.659,ExoplanetEU
KOI-7057 b,5.9295610000000005,,0.016,0.61932352,,3365.0,7105.0,1.844,1.434,ExoplanetEU
KOI-7069 b,1.524424,,0.0203,1.01486138,,1929.0,6158.0,1.024,1.08,ExoplanetEU
KOI-7073 b,30.2497283,,0.859,279.012698,,322.0,6338.0,1.143,1.08,ExoplanetEU
KOI-7076 b,1.3450799999999998,,0.1334,16.234743,,849.0,6475.0,1.178,1.2,ExoplanetEU
KOI-7197 b,1.468379,,0.0268,1.74147417,,1230.0,5227.0,0.763,0.855,ExoplanetEU
KOI-7209,0.851884,,0.0818,8.2553601,,1034.0,6357.0,1.113,1.066,ExoplanetEU
KOI-7319 b,0.9751829999999999,,0.1058,17.1677675,,370.0,3761.0,0.526,0.535,ExoplanetEU
KOI-7320 b,0.694958,,0.0722,8.502285,,679.0,4889.0,0.715,0.693,ExoplanetEU
KOI-7327 b,1.9503659999999998,,0.1208,17.9908748,,541.0,4918.0,0.752,0.727,ExoplanetEU
KOI-7368 b,2.219382,5.562025,0.0678,6.8430344,99.24,805.0,5241.0,0.874,0.879,NASA
KOI-7449 b,14.033667999999999,,0.0193,1.322475635,,1097.0,4668.0,0.548,0.548,ExoplanetEU
KOI-7455,2.443562,,0.0536,3.773744,,2001.0,7302.0,2.069,1.44,ExoplanetEU
KOI-7460 b,1.524424,,0.0599,5.70509845,,947.0,5455.0,0.927,0.88,ExoplanetEU
KOI-7913 b,2.342681,6.070552999999999,0.1456,24.278553,8.27,432.0,4324.0,0.788,0.76,NASA
KOI-901 b,4.898333,,0.098,12.73,,500.0,4255.0,0.725,0.67,ExoplanetEU
KOI-94 b,1.714977,10.48839,0.05119,3.743208,1053.181,1486.0,6182.0,1.52,1.277,NASA
KOI-94 c,4.315465,15.57367,0.1013,10.423648,268.219,1012.0,6182.0,1.52,1.277,NASA
KOI-94 d,11.265044999999999,106.15522,0.1684,22.342989,97.12,806.0,6182.0,1.52,1.277,NASA
KOI-94 e,6.557264999999999,34.9613,0.3046,54.32031,29.7,584.0,6182.0,1.52,1.277,NASA
KOI-984 b,4.30000745273,17.067470999999998,0.0504,4.2881785,186.31,1022.0,5295.0,0.818,0.928,NASA
KOI-984 c,14.01125,209.8010513746,0.1467,21.512,,597.0,5295.0,0.818,0.928,NASA
KOINTREAU-1 b,12.44199,3368.9979999999996,690.0,,,,3551.0,,0.26,NASA
KOINTREAU-3 b,13.114529999999998,1080.6219999999998,342.0,,,,3920.0,0.730795,0.41,NASA
KOINTREAU-4 b,12.21781,4862.799,182.0,,,,3252.0,,,NASA
KPNO-Tau 1,30.264300000000002,7945.75,56296.0,,,2960.0,3388.0,1.2,0.5,ExoplanetEU
KPNO-Tau 12,15.692599999999999,2065.895,80679.0,,,2400.0,2974.0,0.386,0.376,ExoplanetEU
KPNO-Tau 2,43.7151,12713.199999999999,22288.0,,,2927.0,2974.0,0.386,0.376,ExoplanetEU
KPNO-Tau 4,47.0778,7945.75,65694.0,,,2350.0,4000.0,1.9,0.7,ExoplanetEU
KPNO-Tau 5,76.2212,12713.199999999999,18180.0,,,2955.0,3900.0,1.68,0.95,ExoplanetEU
KPNO-Tau 6,29.1434,6356.599999999999,32469.0,,,2550.0,3700.0,1.68,0.46,ExoplanetEU
KPNO-Tau 7,32.506099999999996,5403.11,46782.0,,,3024.0,4150.0,2.48,0.68,ExoplanetEU
KPNO-Tau 9,24.6598,6356.599999999999,690.0,,,2907.0,3467.0,1.56,0.4,ExoplanetEU
KPS-1 b,11.54527,346.4347,0.0269,1.706291,729.0,1459.0,5165.0,0.907,0.892,NASA
KV And b,,17639.565,,0.07326,,,,,,ExoplanetEU
KX Aql b,,18529.488999999998,,0.06035,,,,,,ExoplanetEU
Kapteyn c,2.544443,6.992259999999999,0.311,121.54,,,3550.0,0.291,0.281,NASA
Kelu-1 b,,11124.05,6.4,13870.0,,1840.0,2020.0,,0.081,ExoplanetEU
Kepler-10 b,1.4700025115600002,3.2400162294,0.01685,0.8374907,3741.78,2188.0,5708.0,1.065,0.91,NASA
Kepler-10 c,2.35500406251,11.2900557873,0.241,45.294301,18.3,579.0,5708.0,1.065,0.91,NASA
Kepler-10 d,3.497208,12.0000594026,0.5379,151.06,,387.0,5708.0,1.065,0.91,NASA
Kepler-100 b,1.340002323,4.0100197921,0.07309,6.88734,478.214,1155.0,5837.0,1.51,1.13,NASA
Kepler-100 c,2.196964,7.0500001761,0.11061,12.8159,208.657,939.0,5825.0,1.49,1.08,NASA
Kepler-100 d,1.6140959999999998,3.0000005482999996,0.21747,35.3331,53.981,670.0,5825.0,1.49,1.08,NASA
Kepler-100 e,5.26823,24.1428403667,0.312391586,60.888588,,,5884.0,1.5,1.097,NASA
